battery_power,battery_duration,clock_speed,n_cores,storage,ram,principal_camera,wifi,4G,weight,price,operating_system,brand
1700,21,2.0,4,16,1GB,12,0,1,644,516.0104337629994,iOS,Apple
1700,56,1.0,2,4,1GB,1,1,1,472,1020.9831155615443,iOS,Apple
1800,69,1.3,2,32,2GB,8,1,0,755,1598.110389303547,Android,Asus
800,25,0.8,4,16,2GB,2,0,0,141,937.9325511581562,iOS,Apple
500,13,1.2,2,32,2GB,12,0,0,291,865.179126880832,iOS,Apple
600,26,2.3,1,32,1GB,2,0,1,88,1831.640750579265,Proprietario,Motorola
1300,92,1.4,1,32,2GB,2,0,1,251,56.14224262789071,Android,Xiaomi
1500,9,2.3,8,16,1GB,8,1,1,223,1543.916346540393,iOS,Apple
800,14,1.8,2,32,2GB,5,0,0,484,220.7324253406979,Android,Xiaomi
800,5,2.4,4,2,2GB,5,1,1,816,957.5248703413477,Android,Samsung
1900,8,2.9,8,16,2GB,8,0,0,588,1452.0258787217829,Android,Asus
1000,5,2.7,8,32,2GB,6,1,0,421,742.1865639469479,iOS,Apple
600,28,2.1,1,4,1GB,2,1,0,390,1095.6541519938228,iOS,Apple
600,11,1.3,4,32,1GB,4,0,1,880,1538.760201798355,Android,Xiaomi
500,3,2.8,4,8,2GB,2,1,1,536,454.2236053435379,Android,Xiaomi
600,16,0.6,4,3,2GB,6,1,1,554,1912.1519606906243,Android,Xiaomi
800,80,1.0,1,32,2GB,7,0,1,937,-10.783256524064882,iOS,Apple
600,40,0.5,2,32,2GB,2,1,0,50,648.2708351437523,Android,Asus
600,20,3.0,1,32,2GB,15,1,1,545,724.2487658336285,Android,LG
1500,10,2.8,4,2,2GB,16,1,0,679,848.488053759892,Android,LG
1600,11,1.7,8,32,0.512GB,2,1,0,459,860.2945800513548,iOS,Apple
1100,27,0.5,8,8,2GB,7,0,1,677,1557.9565865672942,Android,Motorola
800,5,2.1,8,16,2GB,10,0,1,608,1257.0573369057458,Android,Samsung
1600,13,2.9,4,64,0.512GB,7,0,1,68,828.8952273354206,iOS,Apple
1800,85,2.1,1,16,2GB,8,0,0,778,798.5587325160718,Android,Asus
800,5,2.0,8,32,0.512GB,1,1,1,423,430.7802126685324,iOS,Apple
1300,28,0.9,4,32,0.256GB,10,0,1,259,2166.8588730246947,Android,LG
1900,11,2.3,8,32,2GB,1,0,1,238,1327.8836327862184,iOS,Apple
800,14,0.8,8,16,1GB,10,0,0,441,1415.0344355105783,Android,Samsung
800,80,0.5,2,32,0.256GB,13,0,1,860,1212.005853179686,Proprietario,Xiaomi
1900,135,0.7,2,32,2GB,4,1,0,565,495.4070749693426,iOS,Apple
800,13,1.5,4,16,2GB,2,1,1,51,1803.2894747841701,iOS,Apple
900,8,2.6,4,32,1GB,12,0,0,514,798.1929227949943,Android,LG
700,5,1.7,8,2,1GB,8,0,1,575,1165.0571693201314,iOS,Apple
500,5,1.6,4,8,2GB,2,1,0,887,707.4761702612548,iOS,Apple
800,3,2.9,8,32,2GB,2,0,0,511,774.9489458062343,Android,Samsung
1800,128,1.4,1,32,2GB,8,1,1,478,1131.9492890169124,iOS,Apple
1700,56,0.5,4,32,1GB,8,1,1,317,2215.1140454411434,Android,Asus
1100,18,2.9,2,32,2GB,10,1,0,-3,1077.9994468665743,iOS,Apple
1000,12,1.1,8,32,2GB,4,1,1,372,605.4758618651176,Android,Xiaomi
1700,22,1.5,4,32,2GB,17,1,1,1049,588.6993788531004,Android,Xiaomi
1000,8,1.7,8,32,0.512GB,4,0,0,102,1551.0055508327537,Android,LG
1300,10,2.4,4,32,2GB,5,0,1,768,1273.0941276215829,iOS,Apple
700,3,2.6,8,16,2GB,8,1,0,556,1462.3291402998698,Android,Motorola
1800,150,0.6,2,16,0.256GB,12,1,0,749,826.3003711684481,Proprietario,Xiaomi
900,11,1.3,4,8,2GB,1,0,1,958,993.9338537404354,Android,Samsung
1000,16,1.5,4,16,0.256GB,2,1,0,635,1170.8619250456484,Android,LG
1100,25,2.2,2,32,2GB,8,1,1,184,1167.7415740669035,Android,Motorola
1800,9,2.7,8,8,1GB,10,1,0,411,1500.764217977991,Android,Motorola
1400,40,0.5,8,32,2GB,2,1,0,1107,1435.1406522331595,Android,LG
1800,35,1.7,2,32,2GB,3,1,1,331,1636.6885804484673,Android,LG
800,13,3.0,2,32,2GB,12,1,1,491,1348.560056140633,Android,Motorola
600,31,1.9,1,32,2GB,12,0,1,270,1030.0525201151747,Android,LG
1800,33,1.8,2,16,2GB,4,0,1,796,813.8833739991951,Android,Xiaomi
1100,9,1.4,8,32,2GB,12,0,1,501,1792.4714507898902,Android,LG
500,12,0.5,8,16,2GB,14,1,0,204,1307.0049215157314,Android,Motorola
1100,31,0.5,8,8,2GB,1,0,0,720,1686.3008161952855,Android,Motorola
1700,17,1.4,8,32,2GB,1,0,0,780,1531.7558762076183,Android,Asus
1800,17,1.7,4,16,2GB,3,0,0,513,1129.765179265482,Android,Samsung
1000,5,2.4,8,32,2GB,2,0,0,-9,1436.11865395091,iOS,Apple
1800,19,2.3,4,16,2GB,15,0,0,282,1376.1897387284978,Android,Xiaomi
1300,16,1.1,8,8,2GB,3,1,1,218,1566.6078149231525,Android,Asus
1900,29,1.6,4,32,0.512GB,2,0,1,304,1166.4290282187064,iOS,Apple
1800,180,0.5,2,4,2GB,8,0,1,490,1226.2217530886933,iOS,Apple
700,3,2.5,8,32,2GB,4,1,1,60,306.5256185519728,Android,Xiaomi
800,23,1.7,2,32,1GB,2,0,0,171,300.5972054506218,Android,LG
1300,13,2.5,4,16,1GB,10,1,1,577,1718.5975480482596,Android,Asus
1800,90,2.0,1,32,2GB,12,1,1,388,922.0578272032388,iOS,Apple
1200,21,1.9,2,4,2GB,4,1,1,355,2097.1184158284814,iOS,Apple
1000,5,2.7,8,32,2GB,16,1,1,209,1884.8454089219558,Android,Xiaomi
1400,93,0.5,2,16,2GB,8,1,0,443,1062.0247266646836,Android,LG
1400,29,1.2,4,32,1GB,4,1,1,141,1174.9852304292015,Android,Samsung
1500,11,2.2,4,8,2GB,6,1,1,-115,2054.499809656371,Android,Asus
1400,70,0.5,4,32,2GB,1,0,0,488,1346.5219294511417,Android,Asus
1000,10,2.0,4,32,2GB,2,0,0,142,2081.5575363075086,Android,Xiaomi
600,5,2.4,4,16,1GB,9,0,1,546,1789.2340557489335,Android,LG
1500,12,1.5,8,32,2GB,12,1,1,453,1327.812459944054,Android,Samsung
1700,47,0.9,4,32,2GB,2,1,0,364,1981.7716291601687,Android,Samsung
1000,10,1.9,4,4,0.512GB,5,1,1,223,-4.12001377164529,Android,Xiaomi
1500,8,2.8,4,32,2GB,2,1,1,913,1788.6765779522948,iOS,Apple
1400,35,0.8,4,32,1GB,12,1,0,827,1835.9363083117887,Android,Asus
1100,16,1.3,4,32,2GB,2,0,0,470,1622.78009026903,Android,Motorola
700,11,2.1,2,16,2GB,2,1,0,580,333.03362224536227,Android,Xiaomi
700,6,2.8,4,32,2GB,5,1,1,720,1489.4050553501763,Android,Asus
900,5,2.0,8,32,2GB,1,0,0,218,2584.663761548466,Android,Samsung
600,15,0.8,4,32,2GB,2,0,1,417,1295.6622260500658,Android,Asus
1400,9,2.1,8,32,1GB,1,0,1,1159,1763.2491996195217,Android,Samsung
900,50,0.9,2,4,0.512GB,2,0,0,654,1742.9924688849287,Android,Samsung
1400,56,0.5,4,4,1GB,7,1,0,521,2014.3310101029567,iOS,Apple
1100,16,2.2,2,32,2GB,6,0,0,887,443.7757515392789,Android,Asus
1500,53,0.7,4,32,2GB,10,0,1,247,997.5405604980668,iOS,Apple
1600,32,2.5,2,8,1GB,2,1,0,-42,1700.4048513272937,Android,Xiaomi
700,7,2.3,4,32,2GB,4,0,0,663,561.3217236449218,Android,Xiaomi
1800,21,2.8,2,32,2GB,3,0,1,603,818.5608426833712,Proprietario,Motorola
1100,8,2.2,4,32,0.512GB,9,1,0,467,1480.6851672577977,Android,Samsung
1700,18,1.3,8,16,2GB,2,1,1,750,1342.178689249766,Android,Asus
1100,14,1.3,4,16,1GB,3,1,1,606,1131.3193743049362,Android,Motorola
1000,55,0.9,2,16,1GB,10,1,1,384,1288.2457149865747,iOS,Apple
1800,7,3.0,8,16,2GB,6,0,1,911,1229.1894723757407,Android,LG
1700,42,0.5,8,64,1GB,3,1,0,144,708.3521780999956,Proprietario,Xiaomi
1400,50,2.8,1,32,2GB,8,1,1,666,1309.8146134651327,Android,Samsung
1400,46,0.5,4,16,1GB,12,0,1,114,419.2229068188758,Android,Samsung
700,7,2.3,4,16,0.256GB,4,1,0,155,1564.1351099566605,Android,Xiaomi
900,90,0.5,2,32,0.256GB,4,0,0,36,1427.053680431031,Android,Motorola
600,17,0.5,8,8,2GB,8,1,1,507,1856.849948815323,Android,Samsung
1400,8,2.8,4,32,0.512GB,1,0,0,490,1683.4321847377917,iOS,Apple
800,20,2.0,2,3,2GB,10,0,1,241,1521.7164823792768,Android,LG
1400,9,2.1,8,8,1GB,12,0,0,873,2142.5605905758475,Android,Samsung
1300,7,2.3,8,32,1GB,6,0,0,380,391.1561000244309,iOS,Apple
1600,12,1.8,8,8,1GB,1,1,0,604,1058.3430087090114,iOS,Apple
900,18,0.7,8,3,2GB,3,1,0,611,1391.1358516017972,Android,Samsung
1400,33,1.4,2,16,1GB,13,0,0,598,1343.1762144944428,Android,Motorola
1600,25,0.9,8,3,0.256GB,2,0,1,666,299.65039031211893,iOS,Apple
1600,44,1.8,2,16,0.256GB,7,1,0,440,773.8730357650711,Android,Asus
1900,35,2.7,2,64,1GB,5,0,1,381,472.42389843131605,iOS,Apple
1300,13,2.0,4,32,2GB,15,0,0,516,1736.564815995586,Android,Xiaomi
1500,60,2.5,1,32,2GB,5,0,1,325,1636.9234434466543,iOS,Apple
1800,9,2.3,8,32,1GB,1,1,0,302,1316.8229707171697,iOS,Apple
700,70,0.5,2,32,2GB,3,1,1,508,1915.8255618895714,iOS,Apple
900,17,1.7,2,32,1GB,4,1,1,-137,640.3538838204423,iOS,Apple
1400,93,0.5,2,32,2GB,2,1,1,807,619.581295771512,iOS,Apple
1200,22,0.9,4,16,1GB,10,0,1,554,1105.0068694093702,iOS,Apple
900,9,1.3,8,64,2GB,1,1,0,563,1244.7754103584205,iOS,Apple
1700,62,0.9,2,32,2GB,6,0,1,404,1322.4938450802524,Android,Asus
1100,17,2.1,2,32,1GB,4,0,0,809,694.9808520187693,iOS,Apple
1100,15,1.4,4,32,2GB,12,0,0,408,916.0327161689866,Android,Asus
600,10,1.2,4,16,1GB,12,0,0,573,463.7246024089544,Android,LG
500,25,0.5,4,32,1GB,6,0,1,685,1842.9216310279394,Android,LG
1700,10,2.3,8,32,2GB,9,1,1,820,1056.782530567506,Android,Xiaomi
1500,12,1.7,8,4,2GB,12,1,0,272,1916.5881143222732,Proprietario,Xiaomi
1900,47,0.5,8,32,1GB,3,1,1,741,1840.4954821179922,Android,Samsung
900,30,1.5,2,8,1GB,5,0,0,235,1231.6846296076415,iOS,Apple
1000,5,2.4,8,32,0.512GB,3,0,1,518,906.6041924178833,Proprietario,Asus
1500,31,1.6,2,32,2GB,5,0,1,415,1582.429623936168,iOS,Apple
1600,80,0.5,4,32,2GB,2,1,1,102,866.1758714638981,Android,LG
1400,10,1.6,8,4,0.256GB,7,1,0,340,1180.8171153296396,Android,Motorola
700,3,2.9,8,16,1GB,4,0,1,357,439.9962361614861,Android,LG
1800,360,0.5,1,32,1GB,10,0,0,318,1279.8692923358667,Android,LG
700,20,0.5,8,32,2GB,1,0,0,1006,620.6991557095876,Android,Motorola
1900,13,2.8,4,16,2GB,8,0,0,489,1807.5855153166758,Android,Samsung
1000,13,2.5,2,32,1GB,8,0,1,85,1554.2618964779367,iOS,Apple
900,45,0.5,4,32,1GB,1,0,1,393,928.3282056346629,iOS,Apple
1900,70,0.9,2,16,2GB,2,1,0,710,1646.8847901392157,Proprietario,Samsung
1100,22,1.2,4,2,2GB,9,1,0,984,1034.6356922435562,Android,Motorola
1500,300,0.5,1,32,2GB,8,0,1,471,1151.0042833697305,Android,Asus
600,7,2.1,4,16,0.512GB,4,0,0,624,2078.407309254841,Android,LG
1600,80,0.5,4,8,2GB,14,1,0,564,926.8084181289059,Android,Samsung
1500,17,2.2,4,32,2GB,2,1,0,578,1023.3197553950517,Android,LG
1400,8,2.7,4,32,0.512GB,2,1,1,1015,933.9539426779701,Android,Samsung
1600,228,0.7,1,32,2GB,1,0,1,495,21.271598964980285,iOS,Apple
1300,20,1.3,4,3,0.256GB,14,1,0,642,557.5098197105365,iOS,Apple
1400,140,0.5,2,32,2GB,4,1,1,457,1475.371804237307,Android,LG
1500,16,1.5,4,16,1GB,2,1,0,241,925.3785278535609,Android,Samsung
1200,10,3.0,4,32,0.256GB,12,1,1,934,2089.9246390770363,Android,Xiaomi
1000,22,0.9,4,2,2GB,12,1,1,536,1037.1512085020715,Android,Samsung
1600,16,2.5,4,16,2GB,13,0,1,744,746.2472531535154,iOS,Apple
1900,21,1.8,4,16,1GB,2,0,0,683,1717.6674762584648,Proprietario,Asus
1100,33,1.1,2,32,2GB,5,1,1,303,1861.48147500985,Proprietario,Xiaomi
600,3,2.7,4,16,1GB,7,1,0,432,1098.8883947980664,Android,Motorola
1800,64,2.8,1,16,2GB,5,1,1,587,2214.0244986892653,Android,Asus
800,5,2.0,8,16,2GB,3,0,0,760,1089.3895680890582,Android,Motorola
1900,8,2.8,8,32,0.256GB,6,0,0,418,1658.684107396392,Android,Xiaomi
1200,10,2.4,4,8,1GB,2,0,0,729,885.06239280093,Android,Xiaomi
1000,12,1.6,4,32,2GB,5,1,0,240,1196.795271162517,iOS,Apple
1500,100,0.5,2,4,2GB,11,0,0,55,783.498468199933,Android,Asus
1300,130,0.5,2,16,2GB,13,1,0,713,1038.4919636349837,iOS,Apple
1900,37,1.7,2,32,2GB,1,0,1,529,965.8692440581506,Android,Motorola
800,30,1.3,2,32,2GB,3,0,0,863,417.71992799909765,Android,Samsung
1200,30,0.5,8,32,1GB,1,1,0,398,1042.0290376014989,Android,LG
1700,11,2.5,4,32,2GB,16,1,1,635,1717.9099646216355,Android,LG
1600,28,0.8,8,4,0.512GB,1,1,1,569,1563.0311475752992,iOS,Apple
1400,9,2.2,8,32,0.512GB,8,1,1,466,1103.8321842322475,Android,Xiaomi
1600,57,1.4,2,16,0.512GB,2,1,0,289,2325.0830632120055,iOS,Apple
1800,300,0.6,1,16,1GB,1,1,0,909,583.172695991238,Android,Xiaomi
1200,8,2.0,8,16,2GB,2,1,1,279,850.0679676742425,Android,LG
500,33,0.5,2,8,2GB,7,1,0,828,314.49627471302335,iOS,Apple
500,4,2.2,4,32,2GB,8,1,0,341,538.2974803512893,Android,Asus
1800,26,2.3,2,32,1GB,6,1,0,165,1187.2562882525917,Android,LG
600,11,1.3,4,32,2GB,9,0,1,669,1369.6293051927921,iOS,Apple
1000,40,2.5,1,8,2GB,6,1,0,58,1010.474857695567,iOS,Apple
1600,69,2.3,1,4,0.512GB,11,0,0,919,677.1226077116278,Android,Samsung
1400,70,0.5,4,32,2GB,10,1,1,553,1099.3086336562271,iOS,Apple
1000,6,2.4,4,8,1GB,2,1,1,214,350.2821226651141,Android,LG
1800,36,0.7,8,2,2GB,2,0,0,607,950.4198466153091,iOS,Apple
1000,9,1.3,8,8,1GB,4,1,1,314,1470.653293680322,Android,Xiaomi
1000,13,2.4,2,32,2GB,8,0,0,212,1081.559095925654,iOS,Apple
1600,28,1.4,4,32,2GB,3,1,0,1019,1249.6625901558516,iOS,Apple
1900,35,1.8,2,16,2GB,9,1,1,663,1598.0044156791005,iOS,Apple
1800,360,0.5,1,32,2GB,11,1,1,121,1970.8971800792901,iOS,Apple
1100,12,1.1,8,32,1GB,9,0,1,881,641.0263007352728,Android,Motorola
1700,33,1.7,2,8,2GB,6,1,1,34,1493.307968997554,iOS,Apple
1400,56,0.5,4,32,2GB,5,0,0,485,383.40566593578046,iOS,Apple
800,80,0.5,2,16,2GB,4,1,1,517,1012.2761448272407,Proprietario,Samsung
1500,13,1.4,8,16,2GB,3,1,1,749,1747.4104673330153,Android,Asus
500,12,0.5,8,32,2GB,8,0,1,697,1211.8622840537341,iOS,Apple
1700,85,0.5,4,16,2GB,6,1,0,438,1923.2262894626488,Android,Motorola
1600,133,0.6,2,32,2GB,7,0,1,313,1605.5115769008653,Android,Motorola
1800,200,0.9,1,8,2GB,9,1,1,326,1178.167557245876,iOS,Apple
1000,6,2.6,4,32,0.512GB,3,0,1,490,1066.3433427051452,Android,Xiaomi
500,12,0.8,4,8,0.512GB,3,0,0,889,1869.9336430903868,iOS,Apple
700,5,2.6,4,16,2GB,3,0,0,5,1658.242224558021,Android,LG
1200,60,0.5,4,16,1GB,3,1,0,569,445.33754378246306,iOS,Apple
1600,14,1.6,8,16,2GB,8,1,0,71,1375.7235476904036,Android,LG
1100,7,1.9,8,16,2GB,4,1,0,680,1039.2362973594447,Android,LG
500,3,2.4,4,32,0.512GB,8,1,1,661,663.8991893129507,Android,Motorola
700,7,2.4,4,32,2GB,7,0,0,375,130.15334432460054,iOS,Apple
700,5,2.2,4,32,2GB,4,1,0,536,725.6254217578025,Android,Motorola
500,12,0.5,8,32,1GB,5,0,0,405,1552.8404280672999,Android,Xiaomi
500,100,0.5,1,16,0.512GB,5,1,0,322,1245.3101754498641,Android,Motorola
700,14,1.2,4,32,2GB,1,1,1,961,1923.9324209877418,Android,Asus
500,10,0.6,8,32,2GB,2,1,0,781,729.9453331123823,Android,Asus
1500,15,1.9,4,16,1GB,3,1,1,622,1235.867043739475,Android,Samsung
700,70,0.5,2,16,1GB,8,1,1,365,1193.042736473739,Proprietario,Samsung
700,6,1.9,4,16,2GB,16,1,1,618,1504.2731614346026,Android,LG
1300,32,0.5,8,32,2GB,8,0,1,103,1309.370485960532,Proprietario,Motorola
1100,91,0.6,2,16,1GB,8,1,0,564,1561.852608771089,Android,Asus
600,54,1.1,1,4,2GB,8,1,1,423,968.5138853988342,Android,Xiaomi
1000,62,0.8,2,32,1GB,2,1,1,452,674.2949800292358,iOS,Apple
1400,13,2.1,4,32,2GB,10,1,0,354,1007.8368134353084,iOS,Apple
1900,11,2.0,8,32,0.512GB,1,1,0,673,529.9283032048282,iOS,Apple
700,3,2.9,8,32,1GB,8,0,0,416,1795.7573397606543,iOS,Apple
1500,8,2.3,8,32,1GB,12,0,1,660,1953.1808765902515,Android,Xiaomi
1400,21,1.6,4,16,0.512GB,6,1,1,186,151.52236743651474,Android,LG
1200,10,2.2,4,16,0.512GB,6,1,0,135,595.2972842922974,Android,Asus
1500,15,1.2,8,32,2GB,10,0,1,600,1644.3230512919206,iOS,Apple
1500,71,2.1,1,32,2GB,8,0,0,109,1621.720306317091,Proprietario,Xiaomi
700,36,1.9,1,16,2GB,4,1,0,423,1648.7450718411726,iOS,Apple
1100,45,2.4,1,8,1GB,2,1,0,507,799.9150369398976,Android,Asus
1100,10,1.3,8,32,2GB,9,1,0,482,1713.852653297985,Proprietario,Samsung
1200,120,0.5,2,8,1GB,15,1,0,520,1335.6712331931008,Android,LG
1700,42,0.5,8,8,1GB,11,0,1,218,1093.4528035834226,Android,Samsung
1200,40,0.5,4,3,1GB,4,1,0,527,940.3209550838268,Android,Samsung
500,2,2.8,4,32,2GB,16,0,0,811,1038.42118414125,Android,Samsung
1200,34,0.5,8,32,0.256GB,12,1,0,637,298.5996171349932,Android,Xiaomi
1100,11,1.2,8,16,1GB,4,0,0,543,2045.7828468421776,Android,Xiaomi
1200,46,1.3,2,32,0.512GB,14,0,0,370,880.7869244961016,Android,Asus
1200,21,2.8,2,32,2GB,15,0,0,31,1153.5839319471586,Android,LG
1300,92,0.7,2,32,2GB,12,0,1,440,525.9722472215415,Android,Xiaomi
1500,37,0.8,4,8,2GB,7,1,1,46,348.1403241986984,iOS,Apple
1600,29,0.9,4,32,2GB,9,0,1,645,704.1872482134202,Android,Xiaomi
1700,170,0.5,2,32,2GB,13,0,1,368,1672.2673863122404,Android,Motorola
1900,380,0.5,1,32,2GB,8,1,1,260,1541.9164613869643,Proprietario,Motorola
1900,27,1.0,8,16,0.512GB,4,1,0,313,723.4766184286632,Android,Motorola
1100,44,0.5,4,16,2GB,9,1,0,251,1261.2276290079358,Proprietario,Asus
500,21,2.3,1,4,2GB,4,0,0,711,1775.0374877922209,iOS,Apple
900,16,1.1,4,16,0.512GB,7,1,0,87,2294.579988362737,Android,Motorola
1100,13,2.0,4,16,0.512GB,1,0,1,557,959.2647380457643,Android,LG
1800,180,1.0,1,16,2GB,2,0,0,448,1137.4601854393343,iOS,Apple
1100,13,1.0,8,16,2GB,4,1,1,760,1651.7241628974027,Android,Xiaomi
1500,100,0.5,2,16,2GB,8,1,1,661,1447.043191171219,Android,Samsung
1200,8,2.9,4,16,1GB,1,0,1,400,834.5233121710833,Android,LG
1800,100,0.6,2,4,0.512GB,12,0,1,213,1423.8983518664654,Android,Motorola
900,11,2.6,2,4,2GB,17,0,0,260,779.3743166758607,Android,Xiaomi
700,10,2.3,2,32,0.256GB,2,1,1,286,1674.5335042731977,Android,Asus
700,25,2.7,1,16,1GB,8,1,1,523,608.6109553883634,Android,LG
1600,80,0.5,4,32,1GB,8,0,0,595,1700.990143477466,Android,Xiaomi
1900,16,1.4,8,32,1GB,2,0,0,556,1302.6606312140168,iOS,Apple
1200,24,1.0,4,16,0.512GB,4,1,0,167,1832.457933185574,iOS,Apple
600,17,0.7,4,32,2GB,6,0,0,189,1850.5899427986722,iOS,Apple
1600,114,1.4,1,32,2GB,4,1,1,165,2025.1058602983026,iOS,Apple
1200,48,0.5,4,64,1GB,12,1,0,153,1147.9101788786015,iOS,Apple
1300,15,2.8,2,32,2GB,8,0,1,473,2261.9778257918338,iOS,Apple
600,5,2.7,4,32,2GB,8,1,0,426,1798.4253711157464,iOS,Apple
600,40,0.5,2,32,0.512GB,1,1,0,98,1938.1169917137238,Android,Asus
1100,91,0.6,2,16,2GB,10,0,0,346,593.4774910203842,Android,Motorola
500,6,1.0,8,8,2GB,2,1,0,222,1128.8290218902307,Android,LG
1100,10,2.2,4,3,0.256GB,6,0,1,778,1094.3093256850084,iOS,Apple
1800,11,2.3,8,8,0.256GB,4,0,1,1045,1559.1825617039754,Android,Motorola
1100,6,2.9,4,32,2GB,2,1,0,529,1381.4834022515563,Android,Samsung
1500,46,0.8,4,32,2GB,8,1,1,373,132.29084781648203,Android,Asus
1700,10,2.0,8,8,0.256GB,8,0,0,386,617.647428871023,iOS,Apple
1700,10,2.3,8,4,1GB,4,0,0,424,2034.5797314250926,Android,LG
1300,130,0.5,2,16,1GB,12,0,1,631,1141.7392781056853,iOS,Apple
1800,24,1.5,4,32,2GB,5,1,1,784,1034.5177260928422,Android,Xiaomi
1800,12,2.0,8,16,2GB,7,1,1,378,1531.1267248665563,iOS,Apple
900,8,1.5,8,32,1GB,1,1,1,592,1337.614391864867,Proprietario,Motorola
1900,15,1.5,8,16,2GB,6,0,1,110,1129.602609160534,Android,Asus
1200,11,2.6,4,32,2GB,1,1,1,466,1899.9487223199017,Android,Xiaomi
1400,51,0.9,2,32,0.512GB,3,1,0,446,1451.8710938065449,Android,LG
1900,50,1.9,2,4,1GB,4,0,0,594,820.7974757212565,iOS,Apple
1800,12,2.1,8,16,2GB,12,0,1,739,850.8377669148908,Proprietario,Motorola
500,10,1.6,2,16,1GB,2,1,0,427,1314.0774441853455,Android,Samsung
500,11,0.6,8,16,2GB,9,0,0,758,2070.2083060237674,iOS,Apple
800,20,0.5,8,32,2GB,1,1,0,466,1943.0013158755983,Android,Xiaomi
1300,72,1.8,1,32,2GB,6,1,0,573,2188.1074846677725,iOS,Apple
1100,40,2.7,1,32,1GB,1,1,0,558,1564.9658480052435,iOS,Apple
800,8,1.8,4,16,2GB,2,1,0,582,802.7025199331446,Android,LG
500,10,2.3,2,16,2GB,7,1,0,651,1766.1883554511792,Android,Asus
900,8,2.7,4,4,2GB,1,1,0,368,651.9257421553175,Android,Asus
1900,63,0.5,4,32,0.512GB,5,0,1,416,896.5671922273436,iOS,Apple
1200,24,0.7,8,2,2GB,8,0,1,403,1361.6136776612232,iOS,Apple
600,46,1.3,1,16,2GB,7,1,1,794,109.64708594905665,Proprietario,Asus
1900,31,1.5,4,32,1GB,5,1,1,477,854.425928784201,Android,Motorola
500,5,2.3,4,32,2GB,12,1,1,776,849.3901969525299,iOS,Apple
1600,24,2.2,2,16,0.512GB,8,0,1,531,1807.2290862309078,iOS,Apple
1200,36,1.1,2,32,1GB,2,1,0,1129,1272.596646415263,Android,Asus
1300,43,0.5,4,32,1GB,1,1,1,617,808.3206803921494,Android,Xiaomi
1900,33,0.7,8,32,0.512GB,1,1,0,431,1193.0596349287785,iOS,Apple
1600,12,1.8,8,16,0.512GB,1,0,0,529,1837.655166123674,Android,Motorola
1000,18,1.1,4,16,2GB,12,1,1,830,634.8305811390084,iOS,Apple
900,5,2.1,8,16,2GB,8,0,1,88,946.0009080086712,iOS,Apple
1200,33,1.2,2,32,1GB,5,0,0,490,2048.7781051979077,Android,Motorola
1300,7,2.9,4,8,2GB,13,1,0,733,1227.6722767047802,Android,Asus
700,33,0.7,2,8,1GB,7,1,0,600,262.33724393392777,iOS,Apple
500,14,0.5,8,8,2GB,2,0,0,798,886.957560990146,Android,Xiaomi
1900,47,0.5,8,16,2GB,10,0,1,356,2179.4697213980003,Android,Asus
900,36,0.5,4,32,1GB,4,1,0,39,1451.2438853888739,iOS,Apple
900,22,0.5,8,32,1GB,8,0,1,420,1412.2106862479618,Android,Asus
600,24,0.5,4,8,1GB,12,0,0,364,1304.37477393509,Android,LG
500,8,0.8,8,3,2GB,2,1,0,-32,1673.3355879557585,iOS,Apple
1000,6,2.5,4,16,0.512GB,4,0,1,212,1925.7679017928103,Android,Motorola
900,60,0.5,2,32,2GB,2,1,0,449,1766.7305416328143,Proprietario,Samsung
1700,17,1.9,4,3,0.512GB,4,0,1,413,1830.8507010265726,Android,Samsung
1800,17,1.3,8,8,2GB,6,1,0,332,931.1163643814346,Proprietario,Samsung
500,20,0.5,4,32,0.512GB,4,0,1,334,1117.0130779636936,iOS,Apple
1700,62,2.7,1,16,1GB,13,1,1,1046,453.99160938893397,Android,Asus
1100,55,0.5,4,32,2GB,1,0,0,322,496.55398803271646,Android,Samsung
700,35,2.0,1,32,1GB,12,1,0,447,1206.9538091938098,iOS,Apple
1300,7,2.6,8,64,2GB,7,0,0,492,2004.8509514351265,Android,Asus
1700,8,2.5,8,8,2GB,10,0,1,251,2328.7481276418525,Proprietario,Samsung
1400,11,1.7,8,16,0.512GB,1,1,0,286,1221.5470427021978,Android,Asus
500,4,1.6,8,32,2GB,8,0,0,281,1784.815738864998,Android,Samsung
600,40,0.5,2,32,1GB,7,1,1,244,963.9921598116725,Android,Samsung
1900,15,1.5,8,4,2GB,2,1,1,476,1208.3667524004732,iOS,Apple
1500,10,2.1,8,8,1GB,11,1,0,165,744.1838443284939,Android,Asus
1700,30,1.4,4,32,1GB,3,0,1,719,963.1175807142924,iOS,Apple
1900,28,1.1,4,32,2GB,13,0,1,788,1532.9644997343682,Android,Asus
900,37,0.6,4,32,2GB,9,1,1,475,1028.8415015174019,Proprietario,LG
500,8,2.0,2,32,0.512GB,1,0,0,345,560.7437536846376,iOS,Apple
1800,7,3.0,8,16,0.256GB,1,1,1,-8,1659.9671258111794,Android,LG
1600,106,0.5,2,32,0.256GB,6,1,1,558,1371.3303885352996,Android,Motorola
1600,19,1.2,8,32,1GB,6,0,1,426,1141.2432707697553,iOS,Apple
900,45,0.5,4,16,1GB,2,1,1,90,283.46325894158815,Android,Asus
1700,85,0.5,4,32,0.512GB,4,1,1,316,1387.6159673065551,Android,Asus
