battery_power,battery_duration,clock_speed,n_cores,storage,ram,principal_camera,wifi,4G,weight,price,operating_system,brand
1100,61,0.9,2,8,0.512GB,6.0,1,True,474,763.8310962625484,iOS,Apple
500,62,0.8,1,32,0.512GB,7.0,0,True,808,904.049272447681,Android,Asus
1000,15,2.1,2,64,1GB,6.0,1,False,618,1631.325508950159,iOS,Apple
700,20,1.7,2,4,0.512GB,2.0,0,True,388,1561.9178675914673,iOS,Apple
1900,380,0.5,1,16,2GB,2.0,0,True,753,1449.5875195315284,Android,Xiaomi
1500,65,2.3,1,64,2GB,1.0,0,False,542,1858.0654629064013,Android,Asus
1300,61,2.1,1,32,0.512GB,14.0,0,True,847,2005.783778704238,Android,Xiaomi
1600,12,2.1,4,16,0.512GB,5.0,1,True,772,608.8068500942298,iOS,Apple
900,6,2.1,8,16,0.512GB,5.0,1,False,828,155.33918612457455,iOS,Apple
1100,73,1.5,1,16,2GB,2.0,0,False,861,1524.727909022355,Android,Motorola
1900,380,0.5,1,16,1GB,6.0,1,False,156,1533.8629610687638,iOS,Apple
1400,280,0.5,1,16,2GB,1.0,1,False,637,1258.084107075984,iOS,Apple
900,36,0.5,4,8,1GB,5.0,0,False,392,1066.713568132297,Android,LG
600,120,0.5,1,16,2GB,5.0,1,False,969,767.7349750765098,Android,Asus
1800,13,2.3,4,8,0.512GB,2.0,1,True,412,986.0674123474616,Android,Asus
1700,21,2.0,4,16,1GB,12.0,0,True,644,516.0104337629994,iOS,Apple
1700,56,1.0,2,4,1GB,1.0,1,True,472,1020.9831155615444,iOS,Apple
1800,69,1.3,2,32,2GB,8.0,1,False,755,1598.110389303547,Android,Asus
800,25,0.8,4,16,2GB,2.0,0,False,141,937.9325511581562,iOS,Apple
500,13,1.2,2,32,2GB,12.0,0,False,291,865.179126880832,iOS,Apple
600,26,2.3,1,32,1GB,2.0,0,True,88,1831.640750579265,Proprietario,Motorola
1300,92,1.4,1,32,2GB,2.0,0,True,251,56.14224262789071,Android,Xiaomi
1500,9,2.3,8,16,1GB,8.0,1,True,223,1543.916346540393,iOS,Apple
800,14,1.8,2,32,2GB,5.0,0,False,484,220.7324253406979,Android,Xiaomi
800,5,2.4,4,2,2GB,5.0,1,True,816,957.5248703413477,Android,Samsung
1900,8,2.9,8,16,2GB,8.0,0,False,588,1452.0258787217829,Android,Asus
1000,5,2.7,8,32,2GB,6.0,1,False,421,742.1865639469479,iOS,Apple
600,28,2.1,1,4,1GB,2.0,1,False,390,1095.6541519938228,iOS,Apple
600,11,1.3,4,32,1GB,4.0,0,True,880,1538.760201798355,Android,Xiaomi
500,3,2.8,4,8,2GB,2.0,1,True,536,454.2236053435379,Android,Xiaomi
600,16,0.6,4,3,2GB,6.0,1,True,554,1912.1519606906245,Android,Xiaomi
800,-7,1.0,1,32,2GB,7.0,0,True,937,-10.783256524064882,iOS,Apple
600,40,0.5,2,32,2GB,2.0,1,False,50,648.2708351437523,Android,Asus
600,20,3.0,1,32,2GB,15.0,1,True,545,724.2487658336285,Android,LG
1500,10,2.8,4,2,2GB,16.0,1,False,679,848.488053759892,Android,LG
1600,11,1.7,8,32,0.512GB,2.0,1,False,459,860.2945800513548,iOS,Apple
1100,27,0.5,8,8,2GB,,0,True,677,1557.9565865672942,Android,Motorola
800,5,2.1,8,16,2GB,10.0,0,True,608,1257.0573369057458,Android,Samsung
1600,13,2.9,4,64,0.512GB,7.0,0,True,68,828.8952273354206,iOS,Apple
1800,85,2.1,1,16,2GB,8.0,0,False,778,798.5587325160718,Android,Asus
800,5,2.0,8,32,0.512GB,1.0,1,True,423,430.7802126685324,iOS,Apple
1300,28,0.9,4,32,0.256GB,10.0,0,True,259,2166.8588730246947,Android,LG
1900,11,2.3,8,32,2GB,1.0,0,True,238,1327.8836327862184,iOS,Apple
800,14,0.8,8,16,1GB,10.0,0,False,441,1415.0344355105783,Android,Samsung
800,80,0.5,2,32,0.256GB,13.0,0,True,860,1212.005853179686,Proprietario,Xiaomi
1900,135,0.7,2,32,2GB,4.0,1,False,565,495.4070749693426,iOS,Apple
800,13,1.5,4,16,2GB,2.0,1,True,51,1803.28947478417,iOS,Apple
900,8,2.6,4,32,1GB,12.0,0,False,514,798.1929227949943,Android,LG
700,5,1.7,8,2,1GB,8.0,0,True,575,1165.0571693201314,iOS,Apple
500,5,1.6,4,8,2GB,2.0,1,False,887,707.4761702612548,iOS,Apple
800,3,2.9,8,32,2GB,2.0,0,False,511,774.9489458062343,Android,Samsung
1800,128,1.4,1,32,2GB,8.0,1,True,478,1131.9492890169124,iOS,Apple
1700,56,0.5,4,32,1GB,8.0,1,True,317,2215.1140454411434,Android,Asus
1100,18,2.9,2,32,2GB,10.0,1,False,-3,1077.9994468665743,iOS,Apple
1000,12,1.1,8,32,2GB,4.0,1,True,372,605.4758618651176,Android,Xiaomi
1700,22,1.5,4,32,2GB,17.0,1,True,1049,588.6993788531004,Android,Xiaomi
1000,8,1.7,8,32,0.512GB,4.0,0,False,102,1551.0055508327537,Android,LG
1300,10,2.4,4,32,2GB,5.0,0,True,768,1273.0941276215829,iOS,Apple
700,3,2.6,8,16,2GB,8.0,1,False,556,1462.3291402998698,Android,Motorola
1800,150,0.6,2,16,0.256GB,12.0,1,False,749,826.3003711684481,Proprietario,Xiaomi
900,11,1.3,4,8,2GB,1.0,0,True,958,993.9338537404354,Android,Samsung
1000,16,1.5,4,16,0.256GB,2.0,1,False,635,1170.8619250456484,Android,LG
1100,25,2.2,2,32,2GB,8.0,1,True,184,1167.7415740669037,Android,Motorola
1800,9,2.7,8,8,1GB,10.0,1,False,411,1500.764217977991,Android,Motorola
1400,40,0.5,8,32,2GB,2.0,1,False,1107,1435.1406522331597,Android,LG
1800,35,1.7,2,32,2GB,3.0,1,True,331,1636.6885804484673,Android,LG
800,13,3.0,2,32,2GB,12.0,1,True,491,1348.560056140633,Android,Motorola
600,31,1.9,1,32,2GB,12.0,0,True,270,1030.0525201151747,Android,LG
1800,33,1.8,2,16,2GB,4.0,0,True,796,813.8833739991951,Android,Xiaomi
1100,9,1.4,8,32,2GB,12.0,0,True,501,1792.4714507898902,Android,LG
500,12,0.5,8,16,2GB,14.0,1,False,204,1307.0049215157314,Android,Motorola
1100,31,0.5,8,8,2GB,1.0,0,False,720,1686.3008161952855,Android,Motorola
1700,17,1.4,8,32,2GB,1.0,0,False,780,1531.7558762076185,Android,Asus
1800,17,1.7,4,16,2GB,3.0,0,False,513,1129.765179265482,Android,Samsung
1000,5,2.4,8,32,2GB,2.0,0,False,-9,1436.11865395091,iOS,Apple
1800,19,2.3,4,16,2GB,15.0,0,False,282,1376.1897387284978,Android,Xiaomi
1300,16,1.1,8,8,2GB,3.0,1,True,218,1566.6078149231523,Android,Asus
1900,29,1.6,4,32,0.512GB,2.0,0,True,304,1166.4290282187064,iOS,Apple
1800,180,0.5,2,4,2GB,8.0,0,True,490,1226.2217530886933,iOS,Apple
700,3,2.5,8,32,2GB,4.0,1,True,60,306.5256185519728,Android,Xiaomi
800,23,1.7,2,32,1GB,2.0,0,False,171,300.5972054506218,Android,LG
1300,13,2.5,4,16,1GB,10.0,1,True,577,1718.5975480482596,Android,Asus
1800,90,2.0,1,32,2GB,12.0,1,True,388,922.0578272032388,iOS,Apple
1200,21,1.9,2,4,2GB,4.0,1,True,355,2097.1184158284814,iOS,Apple
1000,5,2.7,8,32,2GB,16.0,1,True,209,1884.845408921956,Android,Xiaomi
1400,93,0.5,2,16,2GB,8.0,1,False,443,1062.0247266646836,Android,LG
1400,29,1.2,4,32,1GB,4.0,1,True,141,1174.9852304292017,Android,Samsung
1500,11,2.2,4,8,2GB,6.0,1,True,-115,2054.499809656371,Android,Asus
1400,70,0.5,4,32,2GB,1.0,0,False,488,1346.5219294511417,Android,Asus
1000,10,2.0,4,32,2GB,2.0,0,False,142,2081.5575363075086,Android,Xiaomi
600,5,2.4,4,16,1GB,9.0,0,True,546,1789.2340557489335,Android,LG
1500,12,1.5,8,32,2GB,12.0,1,True,453,1327.812459944054,Android,Samsung
1700,47,0.9,4,32,2GB,2.0,1,False,364,1981.771629160169,Android,Samsung
1000,10,1.9,4,4,0.512GB,5.0,1,True,223,-4.12001377164529,Android,Xiaomi
1500,8,2.8,4,32,2GB,2.0,1,True,913,1788.6765779522948,iOS,Apple
1400,35,0.8,4,32,1GB,12.0,1,False,827,1835.9363083117887,Android,Asus
1100,16,1.3,4,32,2GB,2.0,0,False,470,1622.78009026903,Android,Motorola
700,11,2.1,2,16,2GB,2.0,1,False,580,333.03362224536227,Android,Xiaomi
700,6,2.8,4,32,2GB,5.0,1,True,720,1489.4050553501763,Android,Asus
900,5,2.0,8,32,2GB,1.0,0,False,218,2584.663761548466,Android,Samsung
600,15,0.8,4,32,2GB,2.0,0,True,417,1295.6622260500658,Android,Asus
1400,9,2.1,8,32,1GB,1.0,0,True,1159,1763.2491996195215,Android,Samsung
900,50,0.9,2,4,0.512GB,2.0,0,False,654,1742.9924688849287,Android,Samsung
1400,56,0.5,4,4,1GB,7.0,1,False,521,2014.3310101029567,iOS,Apple
1100,16,2.2,2,32,2GB,6.0,0,False,887,443.7757515392789,Android,Asus
1500,53,0.7,4,32,2GB,10.0,0,True,247,997.5405604980668,iOS,Apple
1600,32,2.5,2,8,1GB,2.0,1,False,-42,1700.4048513272935,Android,Xiaomi
700,7,2.3,4,32,2GB,4.0,0,False,663,561.3217236449218,Android,Xiaomi
1800,21,2.8,2,32,2GB,3.0,0,True,603,818.5608426833712,Proprietario,Motorola
1100,8,2.2,4,32,0.512GB,9.0,1,False,467,1480.6851672577975,Android,Samsung
1700,18,1.3,8,16,2GB,2.0,1,True,750,1342.178689249766,Android,Asus
1100,14,1.3,4,16,1GB,3.0,1,True,606,1131.3193743049362,Android,Motorola
1000,55,0.9,2,16,1GB,10.0,1,True,384,1288.2457149865747,iOS,Apple
1800,7,3.0,8,16,2GB,6.0,0,True,911,1229.1894723757407,Android,LG
1700,42,0.5,8,64,1GB,3.0,1,False,144,708.3521780999956,Proprietario,Xiaomi
1400,50,2.8,1,32,2GB,8.0,1,True,666,1309.8146134651329,Android,Samsung
1400,46,0.5,4,16,1GB,12.0,0,True,114,419.2229068188758,Android,Samsung
700,7,2.3,4,16,0.256GB,4.0,1,False,155,1564.1351099566605,Android,Xiaomi
900,90,0.5,2,32,0.256GB,4.0,0,False,36,1427.053680431031,Android,Motorola
600,17,0.5,8,8,2GB,8.0,1,True,507,1856.849948815323,Android,Samsung
1400,8,2.8,4,32,0.512GB,1.0,0,False,490,1683.4321847377917,iOS,Apple
800,20,2.0,2,3,2GB,10.0,0,True,241,1521.7164823792768,Android,LG
1400,9,2.1,8,8,1GB,12.0,0,False,873,2142.5605905758475,Android,Samsung
1300,7,2.3,8,32,1GB,6.0,0,False,380,391.1561000244309,iOS,Apple
1600,12,1.8,8,8,1GB,1.0,1,False,604,1058.3430087090114,iOS,Apple
900,18,0.7,8,3,2GB,3.0,1,False,611,1391.1358516017972,Android,Samsung
1400,33,1.4,2,16,1GB,13.0,0,False,598,1343.1762144944428,Android,Motorola
1600,25,0.9,8,3,0.256GB,2.0,0,True,666,299.65039031211893,iOS,Apple
1600,44,1.8,2,16,0.256GB,7.0,1,False,440,773.8730357650711,Android,Asus
1900,35,2.7,2,64,1GB,5.0,0,True,381,472.4238984313161,iOS,Apple
1300,13,2.0,4,32,2GB,15.0,0,False,516,1736.564815995586,Android,Xiaomi
1500,60,2.5,1,32,2GB,5.0,0,True,325,1636.9234434466543,iOS,Apple
1800,9,2.3,8,32,1GB,1.0,1,False,302,1316.8229707171697,iOS,Apple
700,70,0.5,2,32,2GB,3.0,1,True,508,1915.8255618895716,iOS,Apple
900,17,1.7,2,32,1GB,4.0,1,True,-137,640.3538838204423,iOS,Apple
1400,93,0.5,2,32,2GB,2.0,1,True,807,619.581295771512,iOS,Apple
1200,22,0.9,4,16,1GB,10.0,0,True,554,1105.0068694093702,iOS,Apple
900,9,1.3,8,64,2GB,1.0,1,False,563,1244.7754103584205,iOS,Apple
1700,62,0.9,2,32,2GB,6.0,0,True,404,1322.4938450802524,Android,Asus
1100,17,2.1,2,32,1GB,4.0,0,False,809,694.9808520187693,iOS,Apple
1100,15,1.4,4,32,2GB,12.0,0,False,408,916.0327161689866,Android,Asus
600,10,1.2,4,16,1GB,12.0,0,False,573,463.7246024089544,Android,LG
500,25,0.5,4,32,1GB,6.0,0,True,685,1842.9216310279396,Android,LG
1700,10,2.3,8,32,2GB,9.0,1,True,820,1056.782530567506,Android,Xiaomi
1500,12,1.7,8,4,2GB,12.0,1,False,272,1916.5881143222728,Proprietario,Xiaomi
1900,47,0.5,8,32,1GB,3.0,1,True,741,1840.495482117992,Android,Samsung
900,30,1.5,2,8,1GB,5.0,0,False,235,1231.6846296076417,iOS,Apple
1000,5,2.4,8,32,0.512GB,3.0,0,True,518,906.6041924178832,Proprietario,Asus
1500,31,1.6,2,32,2GB,5.0,0,True,415,1582.429623936168,iOS,Apple
1600,80,0.5,4,32,2GB,2.0,1,True,102,866.1758714638981,Android,LG
1400,10,1.6,8,4,0.256GB,7.0,1,False,340,1180.8171153296396,Android,Motorola
700,3,2.9,8,16,1GB,4.0,0,True,357,439.9962361614861,Android,LG
1800,360,0.5,1,32,1GB,10.0,0,False,318,1279.8692923358667,Android,LG
700,20,0.5,8,32,2GB,1.0,0,False,1006,620.6991557095876,Android,Motorola
1900,13,2.8,4,16,2GB,8.0,0,False,489,1807.585515316676,Android,Samsung
1000,13,2.5,2,32,1GB,8.0,0,True,85,1554.2618964779367,iOS,Apple
900,45,0.5,4,32,1GB,1.0,0,True,393,928.3282056346628,iOS,Apple
1900,70,0.9,2,16,2GB,2.0,1,False,710,1646.8847901392155,Proprietario,Samsung
1100,22,1.2,4,2,2GB,9.0,1,False,984,1034.6356922435562,Android,Motorola
1500,300,0.5,1,32,2GB,8.0,0,True,471,1151.0042833697305,Android,Asus
600,7,2.1,4,16,0.512GB,4.0,0,False,624,2078.407309254841,Android,LG
1600,80,0.5,4,8,2GB,14.0,1,False,564,926.808418128906,Android,Samsung
1500mAh,17,2.2,4,32,2GB,2.0,1,False,578,1023.3197553950516,Android,LG
1400,8,2.7,4,32,0.512GB,2.0,1,True,1015,933.95394267797,Android,Samsung
1600,228,0.7,1,32,2GB,1.0,0,True,495,21.271598964980285,iOS,Apple
1300,20,1.3,4,3,0.256GB,14.0,1,False,642,557.5098197105365,iOS,Apple
1400,140,0.5,2,32,2GB,4.0,1,True,457,1475.371804237307,Android,LG
1500,16,1.5,4,16,1GB,2.0,1,False,241,925.3785278535609,Android,Samsung
1200,10,3.0,4,32,0.256GB,12.0,1,True,934,2089.9246390770363,Android,Xiaomi
1000,22,0.9,4,2,2GB,12.0,1,True,536,1037.1512085020715,Android,Samsung
1600,16,2.5,4,16,2GB,13.0,0,True,744,746.2472531535154,iOS,Apple
1900,21,1.8,4,16,1GB,2.0,0,False,683,1717.6674762584648,Proprietario,Asus
1100,33,1.1,2,32,2GB,5.0,1,True,303,1861.48147500985,Proprietario,Xiaomi
600,3,2.7,4,16,1GB,7.0,1,False,432,1098.8883947980664,Android,Motorola
1800,64,2.8,1,16,2GB,5.0,1,True,587,2214.0244986892653,Android,Asus
800,5,2.0,8,16,2GB,3.0,0,False,760,1089.3895680890582,Android,Motorola
1900,8,2.8,8,32,0.256GB,6.0,0,False,418,1658.684107396392,Android,Xiaomi
1200,10,2.4,4,8,1GB,2.0,0,False,729,885.06239280093,Android,Xiaomi
1000,12,1.6,4,32,2GB,5.0,1,False,240,1196.795271162517,iOS,Apple
1500,100,0.5,2,4,2GB,11.0,0,False,55,783.498468199933,Android,Asus
1300,130,0.5,2,16,2GB,13.0,1,False,713,1038.4919636349837,iOS,Apple
1900,37,1.7,2,32,2GB,1.0,0,True,529,965.8692440581506,Android,Motorola
800,30,1.3,2,32,2GB,3.0,0,False,863,417.7199279990977,Android,Samsung
1200,30,0.5,8,32,1GB,1.0,1,False,398,1042.0290376014989,Android,LG
1700,11,2.5,4,32,2GB,16.0,1,True,635,1717.9099646216357,Android,LG
1600,28,0.8,8,4,0.512GB,1.0,1,True,569,1563.0311475752992,iOS,Apple
1400,9,2.2,8,32,0.512GB,8.0,1,True,466,1103.8321842322475,Android,Xiaomi
1600,57,1.4,2,16,0.512GB,2.0,1,False,289,2325.083063212005,iOS,Apple
1800,300,0.6,1,16,1GB,1.0,1,False,909,583.172695991238,Android,Xiaomi
1200,8,2.0,8,16,2GB,2.0,1,True,279,850.0679676742425,Android,LG
500,-8,0.5,2,8,2GB,7.0,1,False,828,314.4962747130233,iOS,Apple
500,4,2.2,4,32,2GB,8.0,1,False,341,538.2974803512893,Android,Asus
1800,26,2.3,2,32,1GB,6.0,1,False,165,1187.2562882525915,Android,LG
600,11,1.3,4,32,2GB,9.0,0,True,669,1369.629305192792,iOS,Apple
1000,40,2.5,1,8,2GB,6.0,1,False,58,1010.474857695567,iOS,Apple
1600,69,2.3,1,4,0.512GB,11.0,0,False,919,677.1226077116278,Android,Samsung
1400,70,0.5,4,32,2GB,10.0,1,True,553,1099.3086336562271,iOS,Apple
1000,6,2.4,4,8,1GB,2.0,1,True,214,350.2821226651141,Android,LG
1800,36,0.7,8,2,2GB,2.0,0,False,607,950.4198466153092,iOS,Apple
1000,9,1.3,8,8,1GB,4.0,1,True,314,1470.653293680322,Android,Xiaomi
1000,13,2.4,2,32,2GB,8.0,0,False,212,1081.559095925654,iOS,Apple
1600,28,1.4,4,32,2GB,3.0,1,False,1019,1249.6625901558516,iOS,Apple
1900,35,1.8,2,16,2GB,9.0,1,True,663,1598.0044156791005,iOS,Apple
1800,360,0.5,1,32,2GB,11.0,1,True,121,1970.89718007929,iOS,Apple
1100,12,1.1,8,32,1GB,9.0,0,True,881,641.0263007352728,Android,Motorola
1700,33,1.7,2,8,2GB,6.0,1,True,34,1493.307968997554,iOS,Apple
1400,56,0.5,4,32,2GB,5.0,0,False,485,383.40566593578046,iOS,Apple
800,80,0.5,2,16,2GB,4.0,1,True,517,1012.2761448272408,Proprietario,Samsung
1500,13,1.4,8,16,2GB,3.0,1,True,749,1747.4104673330153,Android,Asus
500,12,0.5,8,32,2GB,8.0,0,True,697,1211.862284053734,iOS,Apple
1700,85,0.5,4,16,2GB,6.0,1,False,438,1923.2262894626488,Android,Motorola
1600,133,0.6,2,32,2GB,7.0,0,True,313,1605.5115769008653,Android,Motorola
1800,200,0.9,1,8,2GB,9.0,1,True,326,1178.167557245876,iOS,Apple
1000,6,2.6,4,32,0.512GB,3.0,0,True,490,1066.3433427051452,Android,Xiaomi
500,12,0.8,4,8,0.512GB,3.0,0,False,889,1869.9336430903868,iOS,Apple
700,5,2.6,4,16,2GB,3.0,0,False,5,1658.242224558021,Android,LG
1200,60,0.5,4,16,1GB,3.0,1,False,569,445.3375437824631,iOS,Apple
1600,14,1.6,8,16,2GB,8.0,1,False,71,1375.7235476904036,Android,LG
1100,7,1.9,8,16,2GB,4.0,1,False,680,1039.2362973594447,Android,LG
500,3,2.4,4,32,0.512GB,8.0,1,True,661,663.8991893129507,Android,Motorola
700,7,2.4,4,32,2GB,7.0,0,False,375,130.15334432460054,iOS,Apple
700,5,2.2,4,32,2GB,4.0,1,False,536,725.6254217578025,Android,Motorola
500,12,0.5,8,32,1GB,5.0,0,False,405,1552.8404280673,Android,Xiaomi
500,100,0.5,1,16,0.512GB,5.0,1,False,322,1245.310175449864,Android,Motorola
700,14,1.2,4,32,2GB,1.0,1,True,961,1923.9324209877416,Android,Asus
500,10,0.6,8,32,2GB,2.0,1,False,781,729.9453331123823,Android,Asus
1500,15,1.9,4,16,1GB,3.0,1,True,622,1235.867043739475,Android,Samsung
700,70,0.5,2,16,1GB,8.0,1,True,365,1193.042736473739,Proprietario,Samsung
700,6,1.9,4,16,2GB,16.0,1,True,618,1504.2731614346026,Android,LG
1300,32,0.5,8,32,2GB,8.0,0,True,103,1309.370485960532,Proprietario,Motorola
1100,91,0.6,2,16,1GB,8.0,1,False,564,1561.852608771089,Android,Asus
600,54,1.1,1,4,2GB,8.0,1,True,423,968.5138853988342,Android,Xiaomi
1000,62,0.8,2,32,1GB,2.0,1,True,452,674.2949800292358,iOS,Apple
1400,13,2.1,4,32,2GB,10.0,1,False,354,1007.8368134353084,iOS,Apple
1900,11,2.0,8,32,0.512GB,1.0,1,False,673,529.9283032048282,iOS,Apple
700,3,2.9,8,32,1GB,8.0,0,False,416,1795.7573397606543,iOS,Apple
1500,8,2.3,8,32,1GB,12.0,0,True,660,1953.1808765902515,Android,Xiaomi
1400,21,1.6,4,16,0.512GB,6.0,1,True,186,151.52236743651474,Android,LG
1200,10,2.2,4,16,0.512GB,6.0,1,False,135,595.2972842922974,Android,Asus
1500,15,1.2,8,32,2GB,10.0,0,True,600,1644.3230512919206,iOS,Apple
1500,71,2.1,1,32,2GB,8.0,0,False,109,1621.720306317091,Proprietario,Xiaomi
700,36,1.9,1,16,2GB,4.0,1,False,423,1648.7450718411726,iOS,Apple
1100,45,2.4,1,8,1GB,2.0,1,False,507,799.9150369398976,Android,Asus
1100,10,1.3,8,32,2GB,9.0,1,False,482,1713.852653297985,Proprietario,Samsung
1200,120,0.5,2,8,1GB,15.0,1,False,520,1335.6712331931008,Android,LG
1700,42,0.5,8,8,1GB,11.0,0,True,218,1093.4528035834226,Android,Samsung
1200,40,0.5,4,3,1GB,4.0,1,False,527,940.3209550838268,Android,Samsung
500,2,2.8,4,32,2GB,16.0,0,False,811,1038.42118414125,Android,Samsung
1200,34,0.5,8,32,0.256GB,12.0,1,False,637,298.5996171349932,Android,Xiaomi
1100,11,1.2,8,16,1GB,4.0,0,False,543,2045.7828468421776,Android,Xiaomi
1200,46,1.3,2,32,0.512GB,14.0,0,False,370,880.7869244961016,Android,Asus
1200,21,2.8,2,32,2GB,15.0,0,False,31,1153.5839319471586,Android,LG
1300,92,0.7,2,32,2GB,12.0,0,True,440,525.9722472215415,Android,Xiaomi
1500,37,0.8,4,8,2GB,7.0,1,True,46,348.1403241986984,iOS,Apple
1600,29,0.9,4,32,2GB,9.0,0,True,645,704.1872482134202,Android,Xiaomi
1700,170,0.5,2,32,2GB,13.0,0,True,368,1672.2673863122404,Android,Motorola
1900,380,0.5,1,32,2GB,8.0,1,True,260,1541.9164613869643,Proprietario,Motorola
1900,27,1.0,8,16,0.512GB,4.0,1,False,313,723.4766184286632,Android,Motorola
1100,44,0.5,4,16,2GB,9.0,1,False,251,1261.2276290079358,Proprietario,Asus
500,21,2.3,1,4,2GB,4.0,0,False,711,1775.0374877922209,iOS,Apple
900,16,1.1,4,16,0.512GB,7.0,1,False,87,2294.579988362737,Android,Motorola
1100,13,2.0,4,16,0.512GB,1.0,0,True,557,959.2647380457644,Android,LG
1800,180,1.0,1,16,2GB,2.0,0,False,448,1137.4601854393345,iOS,Apple
1100,13,1.0,8,16,2GB,4.0,1,True,760,1651.7241628974027,Android,Xiaomi
1500,100,0.5,2,16,2GB,8.0,1,True,661,1447.043191171219,Android,Samsung
1200,8,2.9,4,16,1GB,1.0,0,True,400,834.5233121710833,Android,LG
1800,100,0.6,2,4,0.512GB,12.0,0,True,213,1423.8983518664654,Android,Motorola
900,11,2.6,2,4,2GB,17.0,0,False,260,779.3743166758607,Android,Xiaomi
700,10,2.3,2,32,0.256GB,2.0,1,True,286,1674.5335042731977,Android,Asus
700,25,2.7,1,16,1GB,8.0,1,True,523,608.6109553883634,Android,LG
1600,80,0.5,4,32,1GB,8.0,0,False,595,1700.990143477466,Android,Xiaomi
1900,16,1.4,8,32,1GB,2.0,0,False,556,1302.6606312140168,iOS,Apple
1200,24,1.0,4,16,0.512GB,4.0,1,False,167,1832.457933185574,iOS,Apple
600,17,0.7,4,32,2GB,6.0,0,False,189,1850.589942798672,iOS,Apple
1600,114,1.4,1,32,2GB,4.0,1,True,165,2025.1058602983023,iOS,Apple
1200,48,0.5,4,64,1GB,12.0,1,False,153,1147.9101788786015,iOS,Apple
1300,15,2.8,2,32,2GB,8.0,0,True,473,2261.9778257918338,iOS,Apple
600,5,2.7,4,32,2GB,8.0,1,False,426,1798.4253711157464,iOS,Apple
600,40,0.5,2,32,0.512GB,1.0,1,False,98,1938.116991713724,Android,Asus
1100,91,0.6,2,16,2GB,10.0,0,False,346,593.4774910203842,Android,Motorola
500,6,1.0,8,8,2GB,2.0,1,False,222,1128.8290218902307,Android,LG
1100,10,2.2,4,3,0.256GB,6.0,0,True,778,1094.3093256850084,iOS,Apple
1800,11,2.3,8,8,0.256GB,4.0,0,True,1045,1559.1825617039754,Android,Motorola
1100,6,2.9,4,32,2GB,2.0,1,False,529,1381.4834022515563,Android,Samsung
1500,46,0.8,4,32,2GB,8.0,1,True,373,132.29084781648203,Android,Asus
1700,10,2.0,8,8,0.256GB,8.0,0,False,386,617.647428871023,iOS,Apple
1700,10,2.3,8,4,1GB,4.0,0,False,424,2034.5797314250929,Android,LG
1300,130,0.5,2,16,1GB,12.0,0,True,631,1141.7392781056851,iOS,Apple
1800,24,1.5,4,32,2GB,5.0,1,True,784,1034.5177260928422,Android,Xiaomi
1800,12,2.0,8,16,2GB,7.0,1,True,378,1531.1267248665563,iOS,Apple
900,8,1.5,8,32,1GB,1.0,1,True,592,1337.614391864867,Proprietario,Motorola
1900,15,1.5,8,16,2GB,6.0,0,True,110,1129.602609160534,Android,Asus
1200,-9,2.6,4,32,2GB,1.0,1,True,466,1899.9487223199017,Android,Xiaomi
1400,51,0.9,2,32,0.512GB,3.0,1,False,446,1451.8710938065449,Android,LG
1900,50,1.9,2,4,1GB,4.0,0,False,594,820.7974757212565,iOS,Apple
1800,12,2.1,8,16,2GB,12.0,0,True,739,850.8377669148908,Proprietario,Motorola
500,10,1.6,2,16,1GB,2.0,1,False,427,1314.0774441853457,Android,Samsung
500,11,0.6,8,16,2GB,9.0,0,False,758,2070.208306023768,iOS,Apple
800,20,0.5,8,32,2GB,1.0,1,False,466,1943.0013158755985,Android,Xiaomi
1300,72,1.8,1,32,2GB,6.0,1,False,573,2188.1074846677725,iOS,Apple
1100,40,2.7,1,32,1GB,1.0,1,False,558,1564.9658480052435,iOS,Apple
800,8,1.8,4,16,2GB,2.0,1,False,582,802.7025199331446,Android,LG
500,10,2.3,2,16,2GB,7.0,1,False,651,1766.1883554511792,Android,Asus
900,8,2.7,4,4,2GB,1.0,1,False,368,651.9257421553175,Android,Asus
1900,63,0.5,4,32,0.512GB,5.0,0,True,416,896.5671922273436,iOS,Apple
1200,24,0.7,8,2,2GB,8.0,0,True,403,1361.6136776612232,iOS,Apple
600,46,1.3,1,16,2GB,7.0,1,True,794,109.64708594905665,Proprietario,Asus
1900,31,1.5,4,32,1GB,5.0,1,True,477,854.425928784201,Android,Motorola
500,5,2.3,4,32,2GB,12.0,1,True,776,849.3901969525299,iOS,Apple
1600,24,2.2,2,16,0.512GB,8.0,0,True,531,1807.229086230908,iOS,Apple
1200,36,1.1,2,32,1GB,2.0,1,False,1129,1272.596646415263,Android,Asus
1300,43,0.5,4,32,1GB,1.0,1,True,617,808.3206803921494,Android,Xiaomi
1900,33,0.7,8,32,0.512GB,1.0,1,False,431,1193.0596349287785,iOS,Apple
1600,12,1.8,8,16,0.512GB,1.0,0,False,529,1837.655166123674,Android,Motorola
1000,18,1.1,4,16,2GB,12.0,1,True,830,634.8305811390084,iOS,Apple
900,5,2.1,8,16,2GB,8.0,0,True,88,946.0009080086712,iOS,Apple
1200,33,1.2,2,32,1GB,5.0,0,False,490,2048.778105197908,Android,Motorola
1300,7,2.9,4,8,2GB,13.0,1,False,733,1227.6722767047802,Android,Asus
700,33,0.7,2,8,1GB,7.0,1,False,600,262.33724393392777,iOS,Apple
